datetime,acceleration_x,acceleration_y,acceleration_z,magnetic_x,magnetic_y,magnetic_z
2017-05-17T00:00:00Z,1882,-1327,-2815,52,2035,16394
2017-05-17T03:00:00Z,2125,-168,-3017,547,3012,16221
2017-05-17T06:00:00Z,1777,-1507,-2754,32,2329,16355
2017-05-17T09:00:00Z,2186,-1267,-2629,-1634,2635,16301
2017-05-17T12:00:00Z,-154,-1913,-2148,-159,5951,15133
2017-05-17T15:00:00Z,2164,-814,-2750,-894,1213,16691
2017-05-17T18:00:00Z,2226,-136,-2927,-101,1101,16493
2017-05-17T21:00:00Z,1175,-1613,-2870,916,1024,16460
2017-05-18T00:00:00Z,1806,-1133,-2926,549,847,16521
2017-05-18T03:00:00Z,1972,-877,-2959,612,932,16546
2017-05-18T06:00:00Z,582,304,-3226,299,5814,15484
2017-05-18T09:00:00Z,2184,-415,-2951,5569,2696,14345
2017-05-18T12:00:00Z,2156,-1362,-2611,314,6578,14256
2017-05-18T15:00:00Z,-844,-78,-2629,2582,61,16452
2017-05-18T18:00:00Z,-493,-1950,-2315,781,8113,14204
2017-05-18T21:00:00Z,-562,34,-2870,794,1533,16523
2017-05-19T00:00:00Z,-704,-183,-2762,1684,2304,16283
2017-05-19T03:00:00Z,1221,-1873,-2724,1060,2805,16184
2017-05-19T06:00:00Z,830,1238,-3035,-653,1367,16466
2017-05-19T09:00:00Z,1645,703,-3105,1036,2317,16348
2017-05-19T12:00:00Z,-214,-1506,-2806,730,2067,16180
2017-05-19T15:00:00Z,-399,513,-2917,228,-3,16488
2017-05-19T18:00:00Z,2070,479,-3160,598,1531,16226
2017-05-19T21:00:00Z,-595,-290,-2918,722,1403,16297
2017-05-20T00:00:00Z,846,990,-3198,1289,2797,16066
2017-05-20T03:00:00Z,813,1062,-3171,1104,2501,16188
2017-05-20T06:00:00Z,1743,-1293,-2934,935,1506,16349
2017-05-20T09:00:00Z,1782,-1336,-2869,791,2051,16420
2017-05-20T12:00:00Z,2046,-994,-2896,141,3527,16884
2017-05-20T15:00:00Z,2235,-216,-2928,-123,375,16576
2017-05-20T18:00:00Z,1562,-1621,-2821,805,2412,16268
2017-05-20T21:00:00Z,1344,-1867,-2745,429,2762,16169
2017-05-21T00:00:00Z,1900,-1098,-2966,1481,2831,16128
2017-05-21T03:00:00Z,2292,-1985,-2260,-1928,6552,15019
2017-05-21T06:00:00Z,-648,-467,-2801,1335,584,16474
2017-05-21T09:00:00Z,2011,-2151,-2040,53,12069,13514
2017-05-21T12:00:00Z,2043,-724,-2951,88,122,16536
2017-05-21T15:00:00Z,-652,-763,-2837,1612,1397,15541
2017-05-21T18:00:00Z,1762,-1378,-2878,822,2209,16268
2017-05-21T21:00:00Z,994,1229,-3059,1783,1193,16412
2017-05-22T00:00:00Z,-822,-321,-2704,2359,1556,16247
2017-05-22T03:00:00Z,-480,435,-2897,75,-2196,16253
2017-05-22T06:00:00Z,-130,696,-2977,263,1729,16449
2017-05-22T09:00:00Z,2091,-750,-2909,443,2011,16444
2017-05-22T12:00:00Z,2059,-990,-2778,34,2555,16442
2017-05-22T15:00:00Z,1789,-807,-2973,1746,1052,16544
2017-05-22T18:00:00Z,1929,-1044,-2907,511,1545,16430
2017-05-22T21:00:00Z,1926,-99,-3102,1988,1224,16367
2017-05-23T00:00:00Z,2112,-965,-2859,-476,1171,16491
2017-05-23T03:00:00Z,1294,-1563,-2903,2047,1647,16312
2017-05-23T06:00:00Z,2065,-421,-2981,920,1149,16525
2017-05-23T09:00:00Z,1954,-1287,-2765,-487,1950,16461
2017-05-23T12:00:00Z,-247,-1133,-2808,966,-10,16609
2017-05-23T15:00:00Z,2016,-312,-3022,1242,348,16560
2017-05-23T18:00:00Z,1838,662,-3037,1240,954,16526
2017-05-23T21:00:00Z,728,1224,-3036,3023,1316,16223
2017-05-24T00:00:00Z,-528,-116,-2901,380,1564,16438
2017-05-24T03:00:00Z,-623,-1421,-2548,1011,6011,14846
2017-05-24T06:00:00Z,1950,-1254,-2788,947,3906,16165
2017-05-24T09:00:00Z,806,-1645,-2844,1166,685,16561
2017-05-24T12:00:00Z,-41,-1674,-2821,1426,1634,16162
2017-05-24T15:00:00Z,1421,1247,-2958,1538,-22,16298
2017-05-24T18:00:00Z,-172,-1586,-2699,1539,2062,15994
2017-05-24T21:00:00Z,849,-1724,-2843,2688,1559,16213
2017-05-25T00:00:00Z,2311,-557,-2844,-1001,851,16529
2017-05-25T03:00:00Z,-27,988,-2958,158,616,16494
2017-05-25T06:00:00Z,1852,-866,-2995,1613,1367,16417
2017-05-25T09:00:00Z,489,-2444,-2066,402,6728,15301
2017-05-25T12:00:00Z,1842,-1523,-2650,-1263,1846,16462
2017-05-25T15:00:00Z,1558,-1393,-2829,899,1500,16569
2017-05-25T18:00:00Z,-749,40,-2705,1990,163,16493
2017-05-25T21:00:00Z,315,1247,-2963,1603,1071,16376
2017-05-26T00:00:00Z,2055,41,-3037,1049,1271,16456
2017-05-26T03:00:00Z,2187,-1127,-2734,-359,3744,16048
2017-05-26T06:00:00Z,-533,611,-2775,1809,775,16488
2017-05-26T09:00:00Z,1594,-1081,-2982,2684,1781,16286
2017-05-26T12:00:00Z,-134,-1501,-2646,1944,1105,16539
2017-05-26T15:00:00Z,1341,-1774,-2657,148,2523,16404
2017-05-26T18:00:00Z,-422,-1388,-2655,1426,2386,16292
2017-05-26T21:00:00Z,1812,-980,-2968,1472,1374,16445
2017-05-27T00:00:00Z,1947,-934,-2939,1196,2256,16350
2017-05-27T03:00:00Z,1707,-1491,-2801,893,2632,16286
2017-05-27T06:00:00Z,-712,-168,-2685,-77,2766,16579
2017-05-27T09:00:00Z,1932,-2390,-1798,582,11575,11718
2017-05-27T12:00:00Z,-127,635,-2987,1180,2868,16230
2017-05-27T15:00:00Z,-579,-35,-2810,904,1760,16499
2017-05-27T18:00:00Z,1789,359,-3087,893,3162,16299
2017-05-27T21:00:00Z,1861,-993,-2952,1031,1072,16457
2017-05-28T00:00:00Z,1915,-1149,-2876,1072,2860,16264
2017-05-28T03:00:00Z,1763,-1100,-2948,1556,1686,16405
2017-05-28T06:00:00Z,862,-1831,-2734,2132,1705,15573
2017-05-28T09:00:00Z,1993,-790,-2927,1006,2411,16357
2017-05-28T12:00:00Z,-511,-2348,-1934,871,10285,12594
2017-05-28T15:00:00Z,1150,691,-3202,1218,3832,15989
2017-05-28T18:00:00Z,2034,-66,-3019,510,3461,16187
2017-05-28T21:00:00Z,1450,-1521,-2873,803,1336,16466
2017-05-29T00:00:00Z,1661,-1158,-2981,1690,1223,16408
2017-05-29T03:00:00Z,1761,-1558,-2752,223,2823,16291
2017-05-29T06:00:00Z,1501,-2622,-1617,1182,10709,12591
2017-05-29T09:00:00Z,1523,-2932,-1574,-2082,13356,13183
2017-05-29T12:00:00Z,284,1314,-2860,1879,429,16500
2017-05-29T15:00:00Z,1668,-131,-2983,-541,5580,15704
2017-05-29T18:00:00Z,-65,597,-3128,1030,3480,15949
2017-05-29T21:00:00Z,-253,676,-2988,1603,2326,16207
2017-05-30T00:00:00Z,-173,789,-3017,728,1439,16308
2017-05-30T03:00:00Z,-78,-1477,-2818,67,1666,16352
2017-05-30T06:00:00Z,-654,509,-2738,2589,1325,16303
2017-05-30T09:00:00Z,1043,-1755,-2768,2262,2272,16296
2017-05-30T12:00:00Z,1936,698,-2984,1476,-4764,15691
2017-05-30T15:00:00Z,1680,-77,-3148,3433,197,16221
2017-05-30T18:00:00Z,1910,-1274,-2842,523,2598,16294
2017-05-30T21:00:00Z,1549,-1594,-2808,1366,2800,16269
2017-05-31T00:00:00Z,1329,-1734,-2776,1407,2531,16303
2017-05-31T03:00:00Z,1350,-1309,-2995,2064,401,16452
2017-05-31T06:00:00Z,-369,-1003,-2830,-842,3963,16417
2017-05-31T09:00:00Z,-662,-1713,-2338,-280,12873,10523
2017-05-31T12:00:00Z,851,-1801,-2702,2049,2097,16357
2017-05-31T15:00:00Z,1787,-2280,-2071,827,9379,13691
2017-05-31T18:00:00Z,1778,-2328,-2231,504,7985,14294
2017-05-31T21:00:00Z,1924,-767,-2999,1835,3541,16058
2017-06-01T00:00:00Z,1262,-1851,-2768,3303,4077,15593
2017-06-01T03:00:00Z,1706,-1170,-2975,1937,2014,16311
2017-06-01T06:00:00Z,1228,-202,-3242,-1952,651,362
2017-06-01T09:00:00Z,-201,-2022,-2307,4571,4729,14712
2017-06-01T12:00:00Z,-404,-1805,-2357,17169,24917,23686
2017-06-01T15:00:00Z,92,719,-3001,1418,3262,16255
2017-06-01T18:00:00Z,1520,-1536,-2840,412,1491,16511
2017-06-01T21:00:00Z,671,-2165,-2556,986,3806,16037
2017-06-02T00:00:00Z,324,-1844,-2745,1035,1967,16378
2017-06-02T03:00:00Z,1774,-730,-3096,2105,132,16316
2017-06-02T06:00:00Z,-386,-1201,-2704,563,10345,12914
2017-06-02T09:00:00Z,-839,-1743,-2086,3305,6861,14246
2017-06-02T12:00:00Z,935,-3127,-1514,2233,11693,12051
2017-06-02T15:00:00Z,988,-1999,-2627,-2456,1712,16315
2017-06-02T18:00:00Z,1146,617,-3215,-708,4725,15979
2017-06-02T21:00:00Z,427,957,-3092,1468,2774,16230
2017-06-03T00:00:00Z,300,961,-3062,2534,2777,16105
2017-06-03T03:00:00Z,-598,104,-2844,633,97,16267
2017-06-03T06:00:00Z,1863,1481,-2749,-77,3893,9582
2017-06-03T09:00:00Z,597,1732,-2676,1198,-941,16775
2017-06-03T12:00:00Z,181,630,-3053,803,3548,16053
2017-06-03T15:00:00Z,258,-1656,-2738,3646,-267,16606
2017-06-03T18:00:00Z,2044,-1383,-2714,832,7980,14379
2017-06-03T21:00:00Z,1828,-2021,-2597,-215,5008,15516
